,Iteration_0,Iteration_1,Iteration_2,Iteration_3,Iteration_4,Iteration_5,Iteration_6,Iteration_7,Iteration_8,Iteration_9,Iteration_10,Iteration_11,Iteration_12,Iteration_13,Iteration_14,Iteration_15,Iteration_16,Iteration_17,Iteration_18,Iteration_19
Replicate_0,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.7682815033838994,3.713002439325521,3.6626141019956884,3.613121238105885,3.5641538461085536,3.5167084748812236,3.4720921721843205,3.43805388486986,3.4111375117128375,3.3923402982066024
Replicate_1,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.774284502576229,3.726685706132802,3.679904642509,3.634673317520476,3.592076326292964,3.55311677640698,3.513863594200377,3.4731531145932792,3.4320628738070065,3.3924161151257484
Replicate_2,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.774284502576229,3.726685706132802,3.679904642509,3.634673317520476,3.592076326292964,3.54932473702187,3.5048643841562934,3.459444901825993,3.4148493420468813,3.372383531673873
Replicate_3,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.774284502576229,3.726685706132802,3.679904642509,3.634673317520476,3.592076326292964,3.55311677640698,3.513863594200377,3.4731531145932792,3.4320628738070065,3.3924161151257484
Replicate_4,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.774284502576229,3.726685706132802,3.679904642509,3.634673317520476,3.592076326292964,3.55311677640698,3.513863594200377,3.4731531145932792,3.4320628738070065,3.3924161151257484
Replicate_5,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.774284502576229,3.726685706132802,3.679904642509,3.634673317520476,3.592076326292964,3.55311677640698,3.513863594200377,3.4731531145932792,3.4320628738070065,3.3924161151257484
Replicate_6,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.7682815033838994,3.713002439325521,3.6572708863829786,3.6009420566459944,3.5442869633543594,3.4879918635353526,3.4330360732256016,3.3828643719873495,3.332568450968793,3.2810411566857116
Replicate_7,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.7682815033838994,3.7184936035573806,3.6697921822334467,3.6216336776353018,3.5749083086116866,3.5308249596623424,3.4905090155645073,3.454911185405786,3.420716181849141,3.3871792788960158
Replicate_8,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.774284502576229,3.726685706132802,3.679904642509,3.634673317520476,3.592076326292964,3.55311677640698,3.513863594200377,3.4731531145932792,3.4320628738070065,3.3924161151257484
Replicate_9,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.823473614811417,3.7682815033838994,3.713002439325521,3.6572708863829786,3.6009420566459944,3.5442869633543594,3.4879918635353526,3.4330360732256016,3.3828643719873495,3.332568450968793,3.2810411566857116
Replicate_10,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.830318434290532,3.78405584106916,3.739096561068563,3.695981986252281,3.6556399356259703,3.6138404621954225,3.569179277128995,3.5223670251331605,3.4750855221611507,3.429288024344927,3.3854721721203607
Replicate_11,4.307116690502996,4.253774649435604,4.2028379772690965,4.1515420361778395,4.0989483202990336,4.04498794574714,3.990000761234093,3.9344742639065253,3.878869425141109,3.830318434290532,3.78405584106916,3.739096561068563,3.695981986252281,3.6556399356259703,3.6138404621954225,3.569179277128995,3.5223670251331605,3.4750855221611507,3.429288024344927,3.3854721721203607
